notice;adresse;codePostal;ville;typeLieu;dateDebut;anneeDebut;dateFin;anneeFin;titreNotice;typePersonne;activitePersonne;activiteComment;latitude;longitude;score;vignette;commentaire;uuid_collection_1;nom_collection_1;uuid_collection_2;nom_collection_2
99aac3aa-a653-411c-bc8c-1811d14e7980;Rue Lepic;75018;Paris;adresse privée;1859-01-01;1859;1859-12-31;1859;Madame Hatty;personne;marchand, antiquaire;;48.885895;2.33487;0.980940909090909;http://agorha.inha.fr/ark:/54721/c7e98598-63e3-4f61-824b-ab21e2bb5c64/doc/e8568a81-97f1-426c-a72c-b6c1f154d1f7/thumbnail.jpg;;;;;
99aac3aa-a653-411c-bc8c-1811d14e7980;18bis rue des Martyrs;75009;Paris;adresse privée;1865-01-01;1865;1891-12-31;1891;Madame Hatty;personne;marchand, antiquaire;;48.879301;2.339948;0.6103445454545453;http://agorha.inha.fr/ark:/54721/c7e98598-63e3-4f61-824b-ab21e2bb5c64/doc/e8568a81-97f1-426c-a72c-b6c1f154d1f7/thumbnail.jpg;;;;;
ae8a19a4-8bd5-4b98-aeec-677aeb926646;13 rue Bleue;75009;Paris;adresse professionnelle;1894-01-01;1894;1914-12-31;1914;Dubuffet & Cie;collectivité;marchand;"<p>Successeur de Bing (S.) &amp; Cie. Porcelaine, faïences, terres cuites, bronzes, laques, ivoire, éventails, soieries, nattes, ouvrages en bambou.</p>";48.87580901482173;2.346309061682089;;;;;;;
ee8cf35d-20e9-4e1b-8e77-18c2c51aa1ff;3-5 boulevard des Capucines;75002;Paris;adresse professionnelle;1889-01-01;1889;1905-12-31;1905;Daï-Nippon;collectivité;marchand;<p>Compagnie japonaise et chinoise de Yokohama, Hiogo, Canton, Shanghai. Importation directe de toutes les matières premières et de tous les produits fabriqués du Japon et de la Chine.</p>;48.870343449195516;2.331392054482806;;;localisation approximative;;;;
4b2756cd-7891-4ed8-afbc-fd28bcfb9107;205 rue Saint-Honoré;75001;Paris;adresse professionnelle;1868-01-01;1868;1888-12-31;1888;Guerrier;collectivité;marchand;<p>Collection de bronzes.</p>;48.862409312527866;2.33830052144597;;;;;;;
ce694a56-4340-40a6-ac49-c5568e6bf954;Château de la Queue-en-Brie;94510;La Queue-en-Brie;adresse familiale;1835-01-01;1835;1911-12-31;1911;Rouart, Alexis;personne;ingénieur, collectionneur;;48.791995;2.575798;0.5349056643356643;https://agorha.inha.fr/ark:/54721/192207da-e21a-4d48-bd39-6c56febc6751/doc/99d248d3-c8dc-481d-bda7-430c2b47a802/thumbnail.jpg;;223bbb97-13bf-4f50-9213-e9037e9830d4;Collection d'Alexis Rouart;;
ce694a56-4340-40a6-ac49-c5568e6bf954;127 boulevard Voltaire;75011;Paris;adresse privée;1860-01-01;1860;1890-12-31;1890;Rouart, Alexis;personne;ingénieur, collectionneur;;48.856752;2.382206;0.9840818181818181;https://agorha.inha.fr/ark:/54721/192207da-e21a-4d48-bd39-6c56febc6751/doc/99d248d3-c8dc-481d-bda7-430c2b47a802/thumbnail.jpg;;223bbb97-13bf-4f50-9213-e9037e9830d4;Collection d'Alexis Rouart;;
ce694a56-4340-40a6-ac49-c5568e6bf954;3 rue Vézelay;75009;Paris;adresse privée;1880-01-01;1880;1895-12-31;1895;Rouart, Alexis;personne;ingénieur, collectionneur;;48.878197;2.340727;0.3466773262032085;https://agorha.inha.fr/ark:/54721/192207da-e21a-4d48-bd39-6c56febc6751/doc/99d248d3-c8dc-481d-bda7-430c2b47a802/thumbnail.jpg;;223bbb97-13bf-4f50-9213-e9037e9830d4;Collection d'Alexis Rouart;;
ce694a56-4340-40a6-ac49-c5568e6bf954;36 rue de Lisbonne;75009;Paris;adresse privée;1885-01-01;1885;1911-12-31;1911;Rouart, Alexis;personne;ingénieur, collectionneur;;48.875254;2.345556;0.4182603162055336;https://agorha.inha.fr/ark:/54721/192207da-e21a-4d48-bd39-6c56febc6751/doc/99d248d3-c8dc-481d-bda7-430c2b47a802/thumbnail.jpg;;223bbb97-13bf-4f50-9213-e9037e9830d4;Collection d'Alexis Rouart;;
17185e87-33b2-4633-8c4f-03544505aefe;30 rue du Quatre Septembre;75002;Paris;adresse professionnelle;1887-01-01;1887;1917-12-31;1917;Perret et Vibert;collectivité;marchand, fabricant, antiquaire;<p>Meubles et sièges chinois et japonais, paravents, écrans, soieries, bronzes et porcelaines. Installation et décoration de pièces chinoises.</p>;48.870288;2.333349;0.9661309090909089;http://agorha.inha.fr/ark:/54721/edc3af34-2c30-4c0b-a5a1-2dc6447775e4/doc/a00e8bc2-5cf6-4243-98cc-c156629bdc8f/thumbnail.JPG;;;;;
17185e87-33b2-4633-8c4f-03544505aefe;170 boulevard Haussmann;75008;Paris;adresse professionnelle;1917-01-01;1917;1917-12-31;1917;Perret et Vibert;collectivité;marchand, fabricant, antiquaire;<p>Meubles et sièges chinois et japonais, paravents, écrans, soieries, bronzes et porcelaines. Installation et décoration de pièces chinoises.</p>;48.875177;2.308612;0.9738636363636363;http://agorha.inha.fr/ark:/54721/edc3af34-2c30-4c0b-a5a1-2dc6447775e4/doc/a00e8bc2-5cf6-4243-98cc-c156629bdc8f/thumbnail.JPG;;;;;
