notice;adresse;codePostal;ville;typeLieu;dateDebut;anneeDebut;dateFin;anneeFin;titreNotice;typePersonne;activitePersonne;activiteComment;latitude;longitude;score;vignette;commentaire;uuid_collection_1;nom_collection_1;uuid_collection_2;nom_collection_2
70a74f80-b625-405c-b8b1-541523f6756a;12 rue Bonaparte;75006;Paris;adresse professionnelle;1920-01-01;1920;2036-12-31;1946;Takara no yama;collectivité;marchand;;48.856706;2.334684;0.9723072727272727;https://agorha.inha.fr/ark:/54721/cb7d02aa-ee9e-40bb-9f5a-a5054fc3655e/doc/c0e29bc9-fd0b-4241-862a-077c5f3a3d83/thumbnail.jpg;;;;;
36353708-ca9b-4f5f-ab69-567b0215ccbb;23 rue de Provence;75009;Paris;Non renseigné;;;;;Demotte;collectivité;marchand;;48.87423380701765;2.33406093003842;;;;;;;
36353708-ca9b-4f5f-ab69-567b0215ccbb;27, rue de Berri;75008;Paris;Non renseigné;1913-01-01;1913;1934-12-31;1934;Demotte;collectivité;marchand;;48.873121;2.305282;0.9699536363636362;;;;;;
435a33ce-9c56-4dfd-af18-fc1e810c78f0;16 rue Taitbout;75009;Paris;adresse professionnelle;1912-01-01;1912;1912-12-31;1912;Chan;collectivité;marchand;"<p>""M. Chan, 16 rue Taitbout, est un importateur de nationalité chinoise, et son magasin offre un très grand choix d’objets de la Chine, et notamment de porcelaines anciennes, parmi lesquelles de très belles pièces monochromes. J’ai particulièrement noté une paire de très beaux vases en céladon, à anses simulées, formées d’anneaux passant dans des mufles d’animaux chimériques. Un vase de dimensions moyennes, forme ovoïde, côtelé, en blanc pur, et un autre, de forme semblable, très légèrement truité, d’un ton blanc jaunâtre, sont des échantillons curieux et intéressants, ainsi qu’une grande coupe vert céladon de l’époque Huan. Le poids de cette pièce céramique est extrêmement lourd. Il y a également un vase balustre en vieux céladon gris, décoré de plusieurs zones d’ornements en grecques d’un beau caractère, un grand nombre de flambés et de belles pièces d’ameublement. Une visite aux magasins de M. Chan est toujours instructive et surtout fructueuse."" (The New York Herald, 20/10/1912)</p>";48.87236515609994;2.336011850911086;;;;;;;
2e961303-fbdc-4dc5-af52-ede502a76781;13 rue Cadet;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Sueur et Merklen;collectivité;marchand;;48.876184175854576;2.343931450211839;;;;;;;
becc9227-7673-4170-b3ce-474abb7df9ae;6 boulevard des Capucines;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Jonas P. et M.;collectivité;marchand;;48.870343449195516;2.331392054482806;;;localisation approximative;;;;
436a8c56-e220-472d-8b84-cf6f62f41502;60 rue du Château-d'Eau;75010;Paris;adresse professionnelle;;;;;Chapus (P.) et Cie;collectivité;marchand;;48.872176;2.356321;0.9756372727272727;;;;;;
d66622cf-3ff3-41b6-a05a-b509f8d22b51;46 rue du Bac;75007;Paris;Non renseigné;1920-01-01;1920;1920-12-31;1920;À la mousmée;collectivité;marchand;;48.85632340732744;2.326171433271579;;;;;;;
ef63cd98-8c68-4b9c-ab96-07c96f9a7d01;24 rue Chauchat;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Woehr, B.;collectivité;marchand;;48.87496492933044;2.339839976689283;;;localisation approximative;;;;
9ee2ab8c-a101-4159-a4ec-fa0a04b09e4c;24 avenue de Breteuil;75007;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Germain, R.;collectivité;marchand;;48.85140565944824;2.311662823213781;;;;;;;
9ee2ab8c-a101-4159-a4ec-fa0a04b09e4c;47 rue de Babylone;75007;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Germain, R.;collectivité;marchand;;48.85167738154961;2.322724893615705;;;localisation approximative;;;;
d0e5695f-3f71-4e9a-9b44-d78dc22a9184;74 rue de Sèvres;75007;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Brugier, A.;collectivité;marchand;;48.84822650377395;2.320052513372192;;;;;;;
49644e44-baa6-44a5-af0b-10916f37bfb0;18 rue Royale;75008;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Grimaldi, Percy;collectivité;marchand;;48.854762064343866;2.365246234837543;;;;;;;
090ba62f-e35d-4dc6-82b4-db33d1e77910;33 rue du Paradis;75010;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Heymann, Armand;collectivité;marchand;;48.875211;2.351102;0.7024436363636364;;;;;;
d469caa9-ea98-4771-9d5e-11302fb23cf2;39 avenue Victor Hugo;75016;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Asséo;collectivité;marchand;;48.871465;2.289894;0.9822745454545454;;;;;;
69ff4f30-c3e5-4f47-bc8c-125bf1bb9e38;59 rue de Chateaudun;75009;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Piettre, Georges;collectivité;marchand;;48.876213;2.332325;0.9733654545454545;;;;;;
fb883b2e-7fac-4e71-b24c-850c5b3f3e09;25 rue Louis le Grand;75002;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Andrery;collectivité;marchand;;48.87030577892708;2.333855338567917;;;;;;;
fc42230a-a08c-4483-9fb2-595d956f2835;34 rue de Provence;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Floquet, J.;collectivité;marchand;<p>Maison à Hong Kong</p>;48.87421046939966;2.336968838714851;;;;;;;
fc42230a-a08c-4483-9fb2-595d956f2835;5 rue Saint George;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Floquet, J.;collectivité;marchand;<p>Maison à Hong Kong</p>;48.87470956584656;2.337087443982357;;;;;;;
489b2dd4-5467-4f30-9474-031a3bb48d9a;134 rue du Bac;75007;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Ararat;collectivité;marchand;;48.850780048526055;2.323877958954298;;;;;;;
814dc8c3-6639-404f-9aaa-a332548a1123;22 rue Royale;75008;Paris;adresse professionnelle;1920-01-01;1920;2026-12-31;1936;Lembessis, C.-A.;collectivité;marchand, imprimeur;;48.86572175188251;2.355004914768188;;;;;;;
186eb6f5-9061-47df-bd20-8698db38365a;17 rue de Maubeuge;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Fenouil, R.;collectivité;marchand;;48.877738;2.343537;0.9739809090909091;;;;;;
da701d48-7de3-4c36-a8a6-17e6cbd9d104;200 rue de Courcelles;75017;Paris;Non renseigné;1920-01-01;1920;1920-12-31;1920;Saint Germain, Louis de;personne;médecin, collectionneur;;48.875875822909705;2.30816145129445;;;localisation approximative;;;;
af129bdc-0402-4e0a-bf53-8fb57bb7d2ac;11 avenue Mozart;75016;Paris;adresse professionnelle;1920-01-01;1920;2026-12-31;1936;Salvator, Milano;collectivité;marchand;<p>Importation et Antiquités de la Chine et du Japon. Broderie de la Chine anciennes</p>;48.857461;2.27351;0.9810081818181818;;;;;;
6be357b8-8105-4c01-8191-df690017be1d;23 rue des Jeuneurs;75002;Paris;adresse professionnelle;1920-01-01;1920;2026-12-31;1936;Model, E.;collectivité;marchand;;48.869740002870685;2.343693388512949;;;localisation approximative;;;;
7bfe2a73-d14b-42ec-813d-b9331ec5508d;11 rue Lafitte;75009;Paris;adresse professionnelle;;;;;Detchenique, Bernard;collectivité;marchand;<p>Boutique Aux Curiosités Orientales, Objets d'art anciens et modernes d'Orient et d'Extrême Orient</p>;48.873781;2.33796;0.7054825974025973;;;;;;
7bfe2a73-d14b-42ec-813d-b9331ec5508d;31 rue Saint Lazare;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Detchenique, Bernard;collectivité;marchand;<p>Boutique Aux Curiosités Orientales, Objets d'art anciens et modernes d'Orient et d'Extrême Orient</p>;48.8767455113114;2.335902675096576;;;;;;;
f9fa38f1-8dfb-43a2-946d-b5b02e0a11d0;72 rue de Miromesnil;75008;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Domergue, Georges;collectivité;marchand;;48.876922;2.315764;0.9731454545454544;;;;;;
24ff4fe7-66f7-42c7-b70c-5be7f93002ca;40 rue Louis Blanc;75010;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Gabreau, P.;collectivité;marchand;;48.881647;2.364396;0.9755254545454545;;;;;;
24ff4fe7-66f7-42c7-b70c-5be7f93002ca;62 rue de l'Aqueduc;75010;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Gabreau, P.;collectivité;marchand;;48.883011;2.365433;0.9756927272727272;;;;;;
4036442a-6e57-4a8d-9af2-79534ca22d41;79 rue de la Boétie;75008;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Noël, Raymond;collectivité;marchand;;48.872071;2.309136;0.9735745454545454;;;;;;
4869200e-217b-48c8-a3f0-ca51e4cde669;4 rue Chauveau Lagarde ;75008;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;À la Régence;collectivité;marchand;;48.871257;2.3241;0.9648763636363635;;;;;;
5cc4e218-02ea-41ac-b4fc-bc379051ef77;54 faubourg Saint Honoré;75008;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Fabrice;collectivité;marchand;;48.869487028254966;2.31958578304228;;;;;;;
987b0f3f-4c14-4080-a2c9-d00c9c33372a;13 rue des Arquebusiers;75003;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Rousset;collectivité;marchand;;48.859657;2.366575;0.964322727272727;;;;;;
3a49c4a8-02b3-4345-a787-4aab6f675281;3 avenue Pierre 1er de Serbie;75016;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Nazare-Aga;collectivité;marchand;;48.861836;2.288925;0.3569188142292489;;;;;;
418e362f-cc7a-49fb-b163-d1ad32508559;102 rue du Faubourg Saint Honoré;75008;Paris;adresse professionnelle;;;;;Bonny-Jougla, Emilie;collectivité;marchand, antiquaire;<p>L'intéressant magasin de Mme E. Bonny-Jougla, au 102, du Faubourg Saint-Honoré, près de la place Beauvau, est plutôt petit, mais il est bien connu des amateurs éclairés, car tout ce qu'il renferme est d'une rare qualité. Il semblerait impossible de réunir une collection aussi choisie de belles pièces dans un espace aussi restreint, si on ne voyait des meubles signés Canabas, Garnier Boudin, Schlichtig, Schmitt, tous maîtres réputés du XVIIIe siècle, voisinant avec quelques-uns des meilleurs peintres des XVIe, XVIIe et XVIIIe siècles. Des céramiques des époques Song, Ming, Kang-She, ainsi que notre statuaire du XVe siècle sélectionnées avec amour par Mme E. Bonny Jougla, dont la culture et l'érudition n'ont d'égale que la modestie. Et c'est avec raison qu'un éminent critique du New-York Herald, M. Bal, écrivait que Mme E. Bonny Jougla avait assemblé une véritable collection de petit musée, après une visite où il avait particulièrement remarqué un admirable portrait de Nicolas Rockox, bourgmestre d'Anvers, par Rubens. (Lapauze, La Renaissance de l'art français et des industries de luxe / directeur, 1924)</p>;48.871548293592824;2.315173666759279;;;;;;;
1ec72eb8-8f60-45f2-bfac-8a534feff8a3;5 rue Saint Georges;75009;Paris;adresse professionnelle;1926-01-01;1926;1926-12-31;1926;Burat, Jeanne;collectivité;marchand;;48.87470956584656;2.337087443982357;;http://agorha.inha.fr/ark:/54721/d097c658-bf2a-4b9d-ac2c-e56bbc47a6bd/doc/c7880f09-a02f-4055-8aab-138df7a0ef3c/thumbnail.jpg;;;;;
1ec72eb8-8f60-45f2-bfac-8a534feff8a3;rue la Boétie;75008;Paris;Non renseigné;1939-01-01;1939;1939-12-31;1939;Burat, Jeanne;collectivité;marchand;;48.873306;2.312924;0.9735745454545454;http://agorha.inha.fr/ark:/54721/d097c658-bf2a-4b9d-ac2c-e56bbc47a6bd/doc/c7880f09-a02f-4055-8aab-138df7a0ef3c/thumbnail.jpg;;;;;
a9639d82-d525-4108-9d6a-0975d97981b6;104 boulevard Haussmann;75008;Paris;Non renseigné;;;;;Garie, Jean;personne;collectionneur;;48.874622;2.321804;0.9738636363636363;;;;;;
600107d0-d608-4e3e-9961-d0407b905632;4 rue Magdebourg;75016;Paris;Non renseigné;1928-05-20;1928;1928-05-20;1928;Duval-Foulc, Émile;personne;collectionneur, conservateur de musée;;48.864456;2.289548;0.6538463636363636;;;;;;
6af860dc-877f-4346-8f7c-53b1db36d1ca;23 quai de Bourbon;75004;Paris;Non renseigné;1904-01-01;1904;1904-12-31;1904;Lamorte, Henri;personne;collectionneur, administrateur, directeur;;48.853094;2.354891;0.9659590909090907;;;;;;
7e934159-6f0d-4a3b-9369-efc52cfa6b6f;24 rue Chauchat;75009;Paris;Non renseigné;;;;;Henri Portier et Cie;collectivité;marchand;<p>Fondée par Henri Portier en 1875, la société « Henri Portier et Cie » se spécialise dans l’importation de soie depuis la Chine, le Japon et de la maison anglaise Brocklehurst-Whiston à Macclesfield dans le Cheshire.</p>;48.87496492933044;2.339839976689283;;;localisation approximative;;;;
c989c8b4-8189-44e1-b2e0-5539b9b1aa70;10 rue de la Victoire;75009;Paris;adresse professionnelle;;;;;Contchégul-Logé;collectivité;marchand;<p>Importation directe de Chine</p>;48.87509;2.340135;0.9746736363636362;;;;;;
bec43b66-b306-4006-b65c-3f5558e55430;66 rue du Faubourg Poissonnière;75010;Paris;adresse professionnelle;1906-01-01;1906;1916-12-31;1916;Compagnie Japonaise;collectivité;marchand;<p>Compagnie Japonaise (Delafond et E. Wallace) Importation directe de tous les articles de provenance de la Chine et du Japon. (Annuaire de la curiosité et des beaux-arts : Paris, départements, étranger, 1911)</p>;48.875917647944576;2.348332280109952;;;;;;;
bec43b66-b306-4006-b65c-3f5558e55430;68 rue du Faubourg Poissonnière;75010;Paris;adresse professionnelle;1906-01-01;1906;1916-12-31;1916;Compagnie Japonaise;collectivité;marchand;<p>Compagnie Japonaise (Delafond et E. Wallace) Importation directe de tous les articles de provenance de la Chine et du Japon. (Annuaire de la curiosité et des beaux-arts : Paris, départements, étranger, 1911)</p>;48.87613885819223;2.348442760699695;;;;;;;
7fb6f159-d65d-4260-897c-3770b3032cf2;27 rue Chateaudun;75009;Paris;adresse professionnelle;1911-01-01;1911;1911-12-31;1911;Subert, J. de Milan;collectivité;marchand;<p>Etoffes anciennes, d'ameublement et collection, dentelles, porcelaines de Chine et françaises.</p>;48.875943;2.337537;0.7532697607655502;;;;;;
26fa14f5-b6d8-4c07-ad70-8fb24c33d58b;57 rue Saint Lazare;75009;Paris;adresse professionnelle;1920-01-01;1920;2026-12-31;1936;Logé, Joseph;collectivité;marchand, expert;;48.87685066191309;2.333169121603329;;;;;;;
52adabb1-6f26-4c2f-bdf4-84a33f3922b4;13 rue Bleue;75009;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Dubuffet, Lagrange et Cie;collectivité;marchand;;48.87580901482173;2.346309061682089;;;;;;;
a424fbb5-5131-4abc-8be9-02c90215b541;Faubourg Montmartre;75009;Paris;adresse privée;;;;;Fournier, Guillaume;personne;marchand, collectionneur;;48.87496669326113;2.341064233881439;;;localisation approximative;;;;
5f1e594e-dbd1-45cb-8dbb-e19fd841c727;5 rue Charlot;75003;Paris;adresse professionnelle;1875-01-01;1875;1875-12-31;1875;Perrot, H.;collectivité;marchand;;48.8630989006035;2.362766203816897;;;;;;;
da8a975b-8d7b-4ed1-81c8-b9b12a660773;8 rue Cadet;75009;Paris;adresse professionnelle;1893-01-01;1893;1893-12-31;1893;Handelaar;collectivité;antiquaire, marchand;;48.874468431958405;2.342649715115999;;;;;;;
da8a975b-8d7b-4ed1-81c8-b9b12a660773;31 rue de Maubeuge;75009;Paris;adresse professionnelle;1894-01-01;1894;1902-12-31;1902;Handelaar;collectivité;antiquaire, marchand;;48.878267;2.34464;0.9739809090909091;;;;;;
ac99646f-c776-4e4c-8770-692328036696;20 rue Pigalle (20 rue Jean-Baptiste Pigalle);75009;Paris;adresse privée;1815-01-01;1905;1915-12-31;1915;Manzi , Michel;personne;éditeur, imprimeur, imprimeur - éditeur, ingénieur, typographe, directeur de revue, collectionneur;;48.879024;2.333291;0.5905049350649351;http://agorha.inha.fr/ark:/54721/c63f3263-53cb-47d7-9f46-c7a038654cb5/doc/c561fc7b-0870-457c-ae0a-636405125ced/thumbnail.jpg;;6e620934-d576-4947-a953-e547f0344f47;Collection de Michel Manzi;;
ddda8e07-7cce-41a6-b173-ec6e65f9cd89;3 place Vendôme;75001;Paris;adresse professionnelle;1920-01-01;1920;1920-12-31;1920;Jonas, Edouard;personne;expert, marchand, conservateur de musée;;48.867056;2.328659;0.9638618181818182;http://agorha.inha.fr/ark:/54721/03d1e754-4cc0-4361-b3cd-1eb539e2ac64/doc/44baeda6-d839-407f-8001-79ba71964f37/thumbnail.jpg;;;;;
8abf50c2-bb3c-4b76-816f-645c8b23fd33;12 rue Pigalle;75009;Paris;adresse privée;;;;;Oppenheim, Hermann Joseph;personne;banquier, collectionneur;;48.880162;2.334007;0.4654145454545454;;;;;;
87a80c16-3f5b-4bf0-bd8f-cc10c4d14b8b;51, boulevard Beauséjour;75016;Paris;Non renseigné;1829-01-01;1919;1929-12-31;1929;Rivière, Georges-Henri;personne;historien.ne de l'art, administration culturelle, ethnographe, professeur, conservateur, musicien;;48.856868;2.267486;0.7885972727272726;;;;;;
87a80c16-3f5b-4bf0-bd8f-cc10c4d14b8b;7, rue Pierre Louys;75016;Paris;Non renseigné;1849-05-01;1939;1949-05-31;1949;Rivière, Georges-Henri;personne;historien.ne de l'art, administration culturelle, ethnographe, professeur, conservateur, musicien;;48.850374;2.275539;0.9680963636363634;;;;;;
943ae9fe-7ec9-4550-94b7-5f07bf7be793;121 bis rue de la pompe;75016;Paris;Non renseigné;1920-01-01;1920;1920-12-31;1920;Anthouard de Wasservas, Albert d';personne;diplomate, collectionneur;;48.865991;2.279571;0.6526009090909091;http://agorha.inha.fr/ark:/54721/76a0d385-7b39-459d-b6a1-4c8460a59192/doc/76dc0d31-4737-4040-ba4b-72fa53eeadaa/thumbnail.jpg;;;;;
836a2061-0c79-4c55-bd40-241af392c79c;73 bis rue du Faubourg Saint-Honoré;75008;Paris;adresse privée;1908-01-01;1908;1919-12-31;1919;Moreau-Nélaton, Étienne;personne;peintre, céramiste, collectionneur, historien, critique d’art, écrivain, photographe;;48.871522;2.314754;0.7262345454545455;https://agorha.inha.fr/ark:/54721/9b5b7998-6d87-456c-ae40-e778f4f8fad5/doc/8be77a9c-6b23-4448-9dab-9a969a62e134/thumbnail.jpg;;;;;
fd4ef3af-1a0c-494c-b231-e0b95e5aabde;102 ou 103 rue de Grenelle;75007;Paris;adresse privée;1831-01-01;1921;1931-12-31;1931;Pouyanne, Albert;personne;ingénieur des Ponts et Chaussées, inspecteur des travaux, collectionneur;;48.85705;2.319001;0.6575109090909091;https://agorha.inha.fr/ark:/54721/f6510514-8bb1-45f2-828a-7cee16f674ea/doc/b176044d-8465-4de5-baa0-a12a4c1e83d1/thumbnail.jpg;;504a09d4-dde9-431d-93bd-c77f8e1e7c6b;Collection de Albert Pouyanne;;
39f63583-e15f-42cc-bb15-936df3eac29a;Rue de Turenne;75003;Paris;adresse professionnelle;1865-01-01;1865;1865-12-31;1865;Meyer (A.);collectivité;marchand;Restauration et reproduction des anciens laques de Chine et du Japon, sculptures, objets d'ameublement en laque pour salons et boudoirs.;48.860642;2.36456;0.9730518181818181;;;;;;
6a870e3b-3e09-4347-aa54-6e17bb399eda;26 rue Rambuteau;75003;Paris;adresse professionnelle;1869-01-01;1869;1870-12-31;1870;Carmant, Ad. et P. Normant;collectivité;marchand;Monture de style pour tous objets chinois et fantaisie.;48.861056;2.354176;0.9671981818181816;;;;;;
3820b6bd-a8a1-4a6d-a944-1239b7ca41f5;10-12 boulevard des Italiens;75009;Paris;adresse professionnelle;1858-01-01;1858;1858-12-31;1858;Setze;collectivité;marchand;Marchand de porcelaines de Chine, Japon, Saxe, Sèvres, émaux, bijoux, éventails.;48.87174104303527;2.339582157048324;;;localisation approximative;;;;
b8202ad0-c17f-4302-92ce-f628cd3a2641;3, quai Voltaire;75007;Paris;Non renseigné;;;;;Evans;personne;marchand d'art;<p>Sa boutique se situe au 3, quai Voltaire.</p>;48.85834361523411;2.332630938009304;;;;;;;
9ae1531c-2f23-470b-80ad-ff0edd875c89;99 rue des Petites Ecuries;75010;Paris;adresse professionnelle;1893-01-01;1893;1893-12-31;1893;Gustave Robert;collectivité;marchand;Tapis anciens de la Chine.;48.87399859228675;2.34841501176146;;;localisation approximative;;;;
18f41dc6-35be-449d-87da-9d5c0c2b5153;8 boulevard de Sébastopol;75004;Paris;adresse professionnelle;1868-01-01;1868;1900-12-31;1900;Derode, Dubois et Cie;collectivité;marchand;Porcelaines, laques, nattes, bronzes, écrans, curiosités et étoffes. Maison à Hong Kong.;48.859081;2.348766;0.9652581818181818;;;;;;
18f41dc6-35be-449d-87da-9d5c0c2b5153;7-9 rue Nicolas Flamel;75004;Paris;adresse professionnelle;1868-01-01;1868;1900-12-31;1900;Derode, Dubois et Cie;collectivité;marchand;Porcelaines, laques, nattes, bronzes, écrans, curiosités et étoffes. Maison à Hong Kong.;48.858896;2.349465;0.9617118181818181;;;;;;
d5e8057b-280a-4221-bbea-7ce7ee5cfa5a;54 rue de Paradis;75010;Paris;adresse professionnelle;1873-01-01;1873;1884-12-31;1884;Henri Béziat;collectivité;marchand;Articles de Chine et du Japon.;48.875627081357976;2.349331538530364;;;;;;;
1b5a3929-ca30-438e-b5b4-c9875fb60ae3;25 rue de la Pépinière;75008;Paris;adresse professionnelle;1877-01-01;1877;1905-12-31;1905;Barjot;collectivité;marchand;;48.87503581527588;2.321472008361778;;;;;;;
564c00d6-1e9b-477d-825e-a0902ab80ab4;179 rue de Rivoli;75001;Paris;adresse professionnelle;1881-01-01;1881;1881-12-31;1881;Ibrahim;collectivité;marchand;;48.86343441903292;2.333250632391455;;;localisation approximative;;;;
01c679c0-cef8-426f-8fe1-eb6670657099;82 rue de la Folie Méricourt;75011;Paris;adresse professionnelle;1890-01-01;1890;1892-12-31;1892;Marx;collectivité;marchand;;48.866352;2.370041;0.9795436363636364;;;;;;
afea6066-225f-48eb-ab8a-9450f83aab53;26 rue Navarin;75009;Paris;adresse professionnelle;1886-01-01;1886;1891-12-31;1891;Oftinger (E.);collectivité;marchand;Importation de nattes de Chine.;48.879985;2.337728;0.7255545454545455;;;;;;
afea6066-225f-48eb-ab8a-9450f83aab53;3 rue des Petites Ecuries;75010;Paris;adresse professionnelle;1891-01-01;1891;1896-12-31;1896;Oftinger (E.);collectivité;marchand;Importation de nattes de Chine.;48.872876520667866;2.353965945451839;;;;;;;
ab51862a-0d30-44b2-909a-262a1a8b46e8;69 rue de Chabrol;75010;Paris;adresse professionnelle;1876-01-01;1876;1882-12-31;1882;Jubin et Cie;collectivité;marchand;Importation directe du Japon. Maison à Yokohama.;48.877212;2.350118;0.9747863636363636;;;;;;
eac7e0a4-31bc-46f0-9781-e73076a55d94;79 boulevard Haussmann;75008;Paris;adresse professionnelle;1889-01-01;1889;1890-12-31;1890;Nelson;collectivité;marchand;Curiosités, réparations de laques de Chine et du Japon.;48.874309;2.32195;0.9738636363636363;;;;;;
82505856-6669-4a78-8a9a-32c791996003;26 boulevard de Magenta;75010;Paris;adresse professionnelle;1882-01-01;1882;1884-12-31;1884;Billard & Maigrot;collectivité;marchand;Articles de Chine et du Japon.;48.870357;2.361624;0.9788972727272726;;;;;;
5d3be1ff-506e-4805-8238-10a69e59ad24;59 rue de Reuilly;75012;Paris;adresse professionnelle;1889-01-01;1889;1893-12-31;1893;Mallet;collectivité;marchand;;48.84555252058353;2.38875386475451;;;;;;;
cf90623e-a37a-47f6-9980-a1ecafd0d36f;17 rue d'Enghien;75010;Paris;adresse professionnelle;1898-01-01;1898;1898-12-31;1898;Henry Marche;collectivité;marchand;Importation directe de l'Extrême-Orient.;48.871814;2.351735;0.9737390909090908;;;;;;
84bf2650-2bce-4b2d-88ec-dd60c20beb8f;41 avenue de l'Opéra;75002;Paris;adresse professionnelle;1880-01-01;1880;1884-12-31;1884;Société Japonaise;collectivité;marchand;<p>Japonneries. Importation directe, comptoir à Yokohama. Etoffes, bronzes, cloisonnés, objets d'art, gros et détail.</p>;48.868799;2.332874;0.962241818181818;;;;;;
8288f602-89ad-4ef0-97a4-2cd8aea7df9d;34 rue Greneta;75002;Paris;adresse professionnelle;1878-01-01;1878;1884-12-31;1884;Morand (Vve);collectivité;marchand;Importation directe de nattes chinoises, japonaises, indiennes.;48.865322;2.349399;0.9677409090909092;;;;;;
8288f602-89ad-4ef0-97a4-2cd8aea7df9d;31 rue des Jeuneurs;75002;Paris;adresse professionnelle;1884-01-01;1884;1893-12-31;1893;Morand (Vve);collectivité;marchand;Importation directe de nattes chinoises, japonaises, indiennes.;48.869740002870685;2.343693388512949;;;localisation approximative;;;;
db124832-ffb8-4ac4-8d53-24492d2d20c7;87 rue Saint-Lazare;75009;Paris;adresse professionnelle;1882-01-01;1882;1882-12-31;1882;Scanzio (A.);collectivité;marchand;Chine et Japon.;48.87577036367327;2.328359355700153;;;;;;;
1f906a87-ad80-4169-ac14-9edb09106657;23 rue des Jeuneurs;75002;Paris;adresse professionnelle;1900-01-01;1900;1900-12-31;1900;Benedictus (Ph.);collectivité;marchand;Comptoir d'importation directe de David Evans et Cie. Soieries Inde, Chine, Japon.;48.869740002870685;2.343693388512949;;;localisation approximative;;;;
f8fdb342-03bd-4be9-a8e0-cfe607e663af;55 rue du Château d'Eau;75010;Paris;adresse professionnelle;1884-01-01;1884;1884-12-31;1884;Mathieu;collectivité;marchand;;48.872324;2.355589;0.9756372727272727;;;;;;
a88767ba-63d1-4e48-b7dd-a8de4fe0a3b3;1 rue des Saints-Pères;75006;Paris;adresse professionnelle;1853-01-01;1853;1856-12-31;1856;Baur;collectivité;marchand;;48.85780855861372;2.332896742149267;;;;;;;
a88767ba-63d1-4e48-b7dd-a8de4fe0a3b3;23 rue d'Antin;75002;Paris;adresse professionnelle;1856-01-01;1856;1886-12-31;1886;Baur;collectivité;marchand;;48.869459;2.333902;0.9627472727272726;;;;;;
2b0ceb78-aee0-4ec7-ada4-e8d68b83e9e6;22 rue Rambuteau;75003;Paris;adresse professionnelle;1868-01-01;1868;1874-12-31;1874;Brissonnet (A.);collectivité;marchand;Importation de boites à thé, à couleurs, à gants, etc. en laque, en paille, en ivoire, de cannes à pêche, de chaines en racine, de bambou, d'écrans, d'encres, d'éventails, d'imageries, de cristaux, de bronzes, de boutons, de lanternes, de nattes, d'ombrelles et de parasols, de plateaux, de pots à tabac, de stores, de thés, de porte-cigares, etc. Maison à Hong Kong et Yokohama;48.860952;2.354488;0.9671981818181816;;;;;;
2b0ceb78-aee0-4ec7-ada4-e8d68b83e9e6;38 boulevard de Sébastopol;75004;Paris;adresse professionnelle;1874-01-01;1874;1875-12-31;1875;Brissonnet (A.);collectivité;marchand;Importation de boites à thé, à couleurs, à gants, etc. en laque, en paille, en ivoire, de cannes à pêche, de chaines en racine, de bambou, d'écrans, d'encres, d'éventails, d'imageries, de cristaux, de bronzes, de boutons, de lanternes, de nattes, d'ombrelles et de parasols, de plateaux, de pots à tabac, de stores, de thés, de porte-cigares, etc. Maison à Hong Kong et Yokohama;48.861657;2.350202;0.9652581818181818;;;;;;
2a373ddf-510f-45b5-984e-313550d53b7e;4 rue Quatre-Fils;75004;Paris;adresse professionnelle;1873-01-01;1873;1878-12-31;1878;Chevalier;collectivité;marchand;Surprises japonaises, boîtes, laqué, paniers et broderies, etc.;48.847552;2.36472;0.18320503496503496;;;;;;
cf729290-899c-4a50-84c5-6b604b66ae8d;20-22 rue Richer;75009;Paris;adresse professionnelle;1892-01-01;1892;1903-12-31;1903;Heimann Blum & Cie;collectivité;marchand;Tous articles de la Chine et du Japon, soieries, mouchoirs et pièces, matières premières. Maison à Yokohama, Kobe et Canton.;48.87406632848823;2.34489364747491;;;;;;;
