uuid_collectionneur;uuid_collection;statut_notice;titre_collection;activite_personne
7fef3729-a1e9-4b49-9c0a-05bd31670e88;b47a0438-464b-4377-b33c-9b017fc2d497;Publiée;Collection de Marie Leszczynska;collectionneur
835e0d11-08f3-409f-a23c-914d6b1e2e85;284c1dee-e8cc-4b4e-b170-ad20247a4d74;Publiée;Collection de Michaël Dhoste;collecteur
09a15aff-d762-491a-91a0-04b99546a693;c9589699-72cf-4da4-8bce-934dea36638d;Publiée;Collection de Victoire de France;collectionneur
b620cb71-69ab-48c7-8ce0-e5af6b461b29;bc7a2ace-07ca-4030-ac47-b921478f23e0;Publiée;Collection Louis XVI;collectionneur
a7ba46e9-7236-4f14-a1a9-fcd606c085af;b532634e-7324-4aa3-b6d6-635f309eb274;Publiée;Collection Atherton Curtis;collectionneur
67fc58ae-1f48-4476-9e3d-aef525b33b35;b532634e-7324-4aa3-b6d6-635f309eb274;Publiée;Collection Atherton Curtis;collectionneur
eb83bbab-2d4b-4c1b-9a35-bcadee119f42;b532634e-7324-4aa3-b6d6-635f309eb274;Publiée;Collection Atherton Curtis;collectionneur
418ad956-9259-44fd-8138-40043270b44a;4fb82137-109b-4dbc-90b9-21d70eefb6cd;Publiée;Collection de Dominique-Vivant Denon;collectionneur
5452496c-076d-4b6d-8939-3d5fd1812a20;0fe62d7a-a8d1-43e1-be1d-4f19997646d9;Publiée;Collection Adèle de Rothschild;collectionneur
b0304434-2688-4bdb-8952-f4782c177bbd;41a5abe9-d3bf-4187-b4b1-01fe68cc5b37;Publiée;Collection de Georges Clemenceau;collectionneur
102f3e90-7006-49e8-b865-c6a67abff2da;31c3d885-1d47-4b2a-a594-285ab7184d97;Publiée;Collection de Louis Fidel Debruge-Duménil;collectionneur
83a85281-bbf8-41b1-bc36-90856f46c14a;bd1f1f08-472d-49e8-a513-6fe345587b3f;Publiée;Collection de Charles Gillot;
1341f1cf-2111-42d1-92b0-c6e6bbd2da18;6cb62c7c-12a8-4f91-b5c8-7ff107ed4617;Publiée;Collection de Marie Antoinette Malinet;collectionneur
fd4ef3af-1a0c-494c-b231-e0b95e5aabde;504a09d4-dde9-431d-93bd-c77f8e1e7c6b;Publiée;Collection de Albert Pouyanne;collectionneur
96521838-c30f-4ab4-87c9-fe4f49fd8514;93e9c9c4-1dc5-48c4-90ed-b93e3a8eb480;Publiée;Collection de Albert Tissandier;
ebb9152d-a185-4028-b9ec-5ce4a4128ac0;495a20ed-e076-4274-8878-cf3cfeed45ee;Publiée;Collection de Gabriel Bonvalot;
8335a090-a468-4b5a-ac35-1410031587ae;d270d913-a004-4cd3-b062-f605eae2c11f;Publiée;Collection Beurdeley;
b5eaef7e-6cc6-41de-833a-ce1a00db1ea1;d270d913-a004-4cd3-b062-f605eae2c11f;Publiée;Collection Beurdeley;
66b8db8e-8b92-4bd2-a599-bef1c171155d;d270d913-a004-4cd3-b062-f605eae2c11f;Publiée;Collection Beurdeley;
e6b347b4-fbab-4cef-a7d2-85adca138c6e;8edbda23-88c6-4ac6-a503-720174668ad9;Publiée;Collection de Pierre Dieulefils;collectionneur
560374dc-047b-46f6-8957-dcf4c325e8f2;26ac6ad2-d0e3-451a-b687-81c6e5b41d03;Publiée;Collection de Charles Edward Haviland;collectionneur
6fb964a3-3da0-4f74-80b6-c36af6ea5ee4;1d1facff-2187-4d0e-a943-5f814fd4f5ac;Publiée;Collection de François Boucher;collectionneur
c2eaab5d-12ea-4934-b85a-21447cadf907;bcba1c33-abde-4098-aa8a-56078923c61c;Publiée;Collection de Pauline Tarn;collectionneur
6b9a88df-5225-4682-a83f-188c1ebbac48;adc9c756-3f37-425e-8654-759a5367cb4f;Publiée;Collection de Charles-Eugène de Ujfalvy;collecteur
2b14d8ed-8d65-42af-b447-bd3cc2259b11;adc9c756-3f37-425e-8654-759a5367cb4f;Publiée;Collection de Charles-Eugène de Ujfalvy;
6476abfe-efb5-4073-8c34-a2bccb8de69f;4f3be8b9-3560-4edc-88b0-91665d4877cf;Publiée;Collection de Jean de Jullienne;collectionneur
0c286dac-c67d-4130-962e-c49f241152f1;64128605-4088-4304-87fd-b68271240036;Publiée;Collection de Joseph Hackin​;collectionneur
daa3910e-b3a3-44f3-8c2c-25d9e9d3abf6;68b91f0c-6886-430e-9421-0c1f02f3da4b;Publiée;Collection de Gaston Jessé-Curély;collectionneur
b3b1f597-a37b-405e-b89e-e4e170da97aa;0e337db4-cb78-4a78-b74e-45f563edca33;Publiée;Collection d'Emmanuel Tronquois;collectionneur
3d96340b-6835-41e9-8f5c-50715598b49f;3002dcb8-35fa-4f12-a589-7cbc247f033c;Publiée;Collection de Victor Goloubew;collectionneur
6ceecdd2-66d6-4bed-8752-8543c7011c70;59626362-20e5-4a2d-ab79-e55e6b8938a6;Publiée;Collection de Pierre-Eugène Lamairesse;collecteur,collectionneur
54e52c19-2764-4181-96be-58b4354e86a6;e7902fc3-335e-4bc0-909c-24d9a28d52fe;Publiée;Collection de Jean-Baptiste-François Jehannin de Chamblanc;collectionneur
2bdf53dc-9778-4e44-a922-bfb6f1371753;c06e0256-67f7-4854-99a2-3db1e33d6109;Publiée;Collection Verjus-Joly;collectionneur
eb1bfc3c-6449-4919-ae94-62a51ed60425;c06e0256-67f7-4854-99a2-3db1e33d6109;Publiée;Collection Verjus-Joly;collectionneur
8b736f28-d2b2-414e-92f5-082106f1243e;a2a8338e-efcf-4a38-a3bf-ac92dafdd7d4;Publiée;Collection d'Albert Boyer;collectionneur
6d01a61b-070e-4590-add9-36be9074f6e0;eb0eba54-448a-474a-a2cb-041d25da08b8;Publiée;Collection du général Léon de Beylié;collectionneur
054089f5-10c8-4e45-8993-0fb73908a88e;1ddeb6d7-50c7-4d96-8d56-8508c9531f95;Publiée;Collection de Louis Gonse;collectionneur
0d4152d9-b959-48e4-b21e-5dc693ee9a30;309397d1-de75-49ed-89f0-26124d4e85ff;Publiée;Collection de Francis-Frédérik Steenackers;collecteur
009b45c2-dd1d-4f42-a3b1-456c39154bf6;330583c4-e848-4ffd-bbbd-08a1f97a3d07;Publiée;Collection d'Albert Kahn;collectionneur,collecteur
a4d1c6ba-7166-4cbc-987c-07b16f9c1fee;64c94bd3-277b-48ac-939f-73ec2ae7017a;Publiée;Collection de la duchesse de Persigny;collectionneur
18c0deb4-0a1b-4949-92f7-4a128477085a;93d31ec2-6ee3-4489-843b-d7e46422a010;Publiée;Collection de Louis Finot;collectionneur,collecteur
a529dbd0-abad-4109-bb4a-054b4cb196f6;d01c2015-fbfe-4a8d-9ab8-96e8d4d9664a;Publiée;Collection de Jean-Yves CLAEYS;collecteur
d62bb32a-7fb9-435d-814d-358485e854a4;b8ba36d8-67a2-4d8a-8dc0-071671c831ce;Publiée;Collection d'Etienne de Saint-Genys;collectionneur
a0780c3b-d545-4b61-9034-dac33837f1c2;78d88800-b7d3-4d21-b620-3ae5b4467bc9;Publiée;Collection de Charles de Montigny;collectionneur
41d46cae-ad27-4df6-b284-3441621a2f1b;bf4935c6-36d6-4f10-9474-8c53832eea84;Publiée;Collection d'Ernest Hébert;collectionneur
d6b76429-892e-4361-9800-5bbf93c4f107;7308b9fa-db6a-432b-83d9-cf8253e81811;Publiée;Collection de Jules Jacquemart;collectionneur
65a501e9-160f-4400-89f3-4db63db91f54;9f19fd1b-f985-4a50-8aeb-210b3b96b547;Publiée;Collection de Prosper-Alphonse Isaac;collectionneur
6f543c5e-1ca9-4440-bacc-c3279ea9bfa2;3cf5245b-c8b3-4f68-ab0c-d0e538df2b50;Publiée;Collection de Jean-Marie Ogier;
04eaa6da-9c0d-4117-bc77-27dd70a33da5;f4774736-599b-42f6-bb4a-456f53673ae7;Publiée;Collection de Fernand Nadal;collectionneur,photographe
4113481e-d263-4684-9424-95de3892b4d6;7ed6f0df-1771-453e-8ee2-c2b6ede37da4;Publiée;Collection de l'Impératrice Eugénie;
5610390b-a342-49ac-a35b-c62cdc8fb642;155efe24-74c2-4677-98b1-941f678c0c7d;Publiée;Collection d'Adélaïde de France;collectionneur
cf1559d7-9254-4db0-a59e-586c3b2c83d3;dc3035aa-4abd-4345-9615-cb780ba03a88;Publiée;Collection d'Albert Le Libon;collectionneur
949104d2-4d18-497c-a64f-867107d1b5b2;fa9d9b74-9502-467b-9dc4-643a507205a2;Publiée;Collection de Polybe Zafiropulo;collectionneur
dc7ea432-8b9a-407d-be50-571c86b0cb18;02decaaa-e399-4755-b2db-59247ee58e91;Publiée;Collection de Joseph Vigne;collecteur
f9491573-edd4-49e9-8f9d-aa7055040cd9;b68062b2-c56e-4bd8-a710-8dc2bb070972;Publiée;Collection de Philippe Jourde;collectionneur
b810720e-a538-4e55-92fa-a32da8f33eeb;59c209a4-3009-48c9-be38-9fe1960e3489;Publiée;Collection de Nicolas Zarifi;collectionneur
6f172fe0-d8b2-495a-99f5-f8d35cd7828b;707ba133-cbcf-4652-8369-bd637874b8cc;Publiée;Collection de Charles Varat;collecteur
edf56889-515a-4574-87fa-66327a284749;b84d4cea-5b04-4da8-8c22-3c6234357f25;Publiée;Collection de Paul Gasnault;
2b0f52cb-b428-4328-8177-201f049874dc;e83e9a81-6af8-4cb7-92a1-a52c13c8a7e3;Publiée;Collection de Benjamin Jaurès;collectionneur
2ac56a88-9a17-4ecc-b6e6-af2fa4b42332;e567b957-b061-4c5d-9e75-a1caaa2fc04a;Publiée;Collection de Zacharie Astruc;collectionneur
e843376d-3374-4a38-9b57-80e3a18a793d;67f05a42-b1bb-4c57-8eb7-18926bb6e16f;Publiée;Collection de Gaston Migeon;collectionneur
407af944-4689-48d8-b045-1a472867420e;91ccb359-bc37-406d-9be7-95f7d45c033a;Publiée;Collection d'Alphonse Moillet;collectionneur
8be143ae-c883-4e32-bfe6-e04f8c892926;1d30f412-d478-455b-9cba-f562899ef157;Publiée;Collection de Louis-Henri de Bourbon;collectionneur
1337952d-7057-4eb2-8606-eadd786bbfe2;6b0e1608-d595-4677-9006-e8cf0a286015;Publiée;Collection d'Alfred Rabaud;
3d643418-bf1e-4d40-a905-a56395eacb47;17c65cbf-26db-4cf2-a818-51797e2ced66;Publiée;Collection d'Adolphe Thiers;collectionneur
075bf0dd-faf3-434b-8e10-51864a4488ab;fd61860f-5b8e-469b-b682-9ac50dcdc417;Publiée;Collection d'Arsène Mallet;collectionneur
7693acfe-bbc6-4a14-8407-e1b666081f84;d5476a2e-5964-46e1-abae-f9cb751b17e9;Publiée;Collection d'Alfred Gérard;collectionneur
d0c4abdb-d7c0-461b-801c-3653f3c26210;14bfa047-33ea-4aa9-836f-c89b5b80ac9f;Publiée;Collection de Charles d'Ochoa;collectionneur
3921c56b-4d7a-4440-90c6-729f4f6987b0;fe4f7d84-08ca-46d1-8c71-b6c2a94e9621;Publiée;Collection d'Henri Parmentier;
5b3f86ca-79e5-4662-b9a3-81ef29d21697;14cd9c7a-65ad-49d6-acf9-4f2d01f38f0c;Publiée;Collection d'Edmond Taigny;collectionneur
80337afa-5333-4930-8ed1-68528c526875;c8c5ab75-9272-4517-8794-3b7ac0d45e49;Publiée;Collection de Narcisse Maugin;collectionneur
fdd1bd0d-0181-4e40-abeb-b31d13991dc3;29400a08-64c3-4045-90e2-2b8cbf547b00;Publiée;Collection d'Adhémard Leclère;collecteur
ff1e593d-4ad0-4ef8-88a3-6a41cda0bc42;bc735f8d-1808-4dbf-a8ab-713695b74a0e;Publiée;Collection de Jean Charles Alexandre Hamot de Saint Léger;collectionneur
a54a39a0-2876-4b68-940a-b388a16769fc;91b70e99-cdf0-4410-97dd-c245363b02f9;Publiée;Collection d'André Leroi-Gourhan;collecteur,collectionneur
4edbb498-c991-4171-b941-001b6fd66347;f990857e-57a1-4aef-b626-4dada167744d;Publiée;Collection de Jules-Léon Dutreuil de Rhins;collectionneur
dc7888e0-a202-4e6f-a1e1-4dea30ea8de6;e0406529-780c-436c-84f8-4a7dc36b6840;Publiée;Collection de Fernand Scherzer;collecteur
dc3a0ece-f522-4a7b-9271-15d13d46edd2;fdf8432a-4543-490d-bf2c-fcb43a81dfb2;Publiée;Collection d'Hippolyte Boissel de Monville;collectionneur
1a4339fb-aee9-420f-bf7f-5f5732b5eab1;d8cabd4a-e411-4d0f-b209-03bc7d19b954;Publiée;Collection d'Edouard Chavannes;collectionneur,collecteur
be5b24f0-99fd-4267-8e90-557f1fcbe6f2;60bed3b2-895c-4498-9fde-37cfb9d77e30;Publiée;Collection de George Auriol;collectionneur
d6482b39-db3e-4f2c-b9b5-ee4fc6ea180c;b0ca56d0-1a1c-4651-b595-535d18a68497;Publiée;Collection de M. Bergevin;collectionneur
0b4d8d16-303d-45c8-b157-30990715a020;f1faa7c9-177d-40b0-977f-c077bf1ebda0;Publiée;Collection d'André Leclère;collecteur
50cbba7d-f3ee-4efa-9239-a19ba2206d4a;755855b3-4498-4187-a545-40aef7557bf8;Publiée;Collection d'Anthelme et Edma Trimolet;
7197e8c7-4a81-4fa9-a981-48a63b92cdfa;755855b3-4498-4187-a545-40aef7557bf8;Publiée;Collection d'Anthelme et Edma Trimolet;
e20f3dff-e80f-4450-afa3-1fc81a94092f;a15e8930-fe6e-4020-8b60-bd38a117512b;Publiée;Collection Faurie;collecteur
97339e36-401d-4658-be1a-1db9ace7ed67;a15e8930-fe6e-4020-8b60-bd38a117512b;Publiée;Collection Faurie;collectionneur
6c4cdb5e-9977-4ba2-9b1d-4989051a9e33;f3fd1fcc-f8d4-41cd-ba29-faa166479df4;Publiée;Collection du marquis de Marigny;collectionneur
d8aa07b4-e4e2-4daf-89b8-3b77aa55b030;d50b13de-8020-4555-a34d-c05752d06a43;Publiée;Collection de Pierre Saqué;marchand
7434fe63-aeb0-4381-bf0e-2b5b9388532f;44ff688d-0e9f-4049-8021-0ac785513720;Publiée;Collection de Raoul Duseigneur;collectionneur
f39f27e6-99b7-4d8d-b2d0-397d0d65654f;63d6b69c-8d6e-4ddc-b622-0290b785a405;Publiée;Collection de Clémence d'Ennery;collectionneur
5d9f00d1-3ae0-487b-a52a-ddd25b9d8a96;26c3ff90-ed1a-4e28-8f74-1a627848f367;Publiée;Collection de Raymond Kœchlin;collectionneur
c1c2cce9-8e3a-49ad-9c24-7140ec7027a4;78458733-4a0f-4c28-a472-99437f0d2e74;Publiée;Collection de Barthélémy Augustin Blondel d’Azincourt;collectionneur
0051e856-0532-4656-b16c-109dfed1fe4d;201fa18a-238b-420f-a17c-5e815a86bdbd;Publiée;Collection de Joseph Berthelot, baron de Baye;collecteur
dd5ca050-adf7-43db-8678-d2fe7c489702;bcf92c36-ad21-430b-bbcb-48e6d58d89ec;Publiée;Collection de Georges Marteau;collectionneur
1fd5d5fa-f4df-45bb-8046-76ef0d9d074a;47dcf98c-7531-4e54-9dea-4083605ec1e4;Publiée;Collection de Jules Itier;collecteur
0a2497c3-01c8-4953-95bc-0214ae4ee933;1c764113-d1d3-46be-8841-659b1591588f;Publiée;Collection de Pierre Lefèvre-Pontalis;collectionneur
1ed74d54-2f11-460c-9fe0-833d702811ec;c3240cc3-c0f9-4be7-9e0a-d9994a7e4582;Publiée;Collection de Charles de Chassiron;collectionneur
73df5f3d-ff79-4030-928c-1242fabe965c;7468d23e-91f9-4d41-b7de-044431d5f683;Publiée;Collection Baron Albert De Dietrich (1833-1888);
c335ab2a-d4a3-41a2-a7fa-ee7c8181db53;6bf147ce-d34b-4089-97d7-c50035aa1fc4;Publiée;Collection de Jules Maciet;collectionneur
c6691811-97b9-4124-b996-02b677334124;3bdcfd71-2085-4217-8e2e-c679b150d244;Publiée;Collection Grobet-Labadié;collectionneur
b1683385-9850-412d-8eee-9c1993daa6ef;3bdcfd71-2085-4217-8e2e-c679b150d244;Publiée;Collection Grobet-Labadié;collectionneur
20c1f95d-abd6-4eb4-b4a0-88c32b5d50e4;3bdcfd71-2085-4217-8e2e-c679b150d244;Publiée;Collection Grobet-Labadié;collectionneur
448a5e8d-35a6-46d4-86e9-d639904bbae7;c5c33e5d-c0fd-4915-99c5-910135c59301;Publiée;Collection François-Achille Wasset;collectionneur
bbbe41ac-f1b1-4977-9797-1bd9d36276d1;0e13fe31-7709-4c2b-a189-2855daddcdca;Publiée;Collection d'Henri Pichot L’Amabilais;
b8b0faac-d7bc-47d0-b552-f62807087f40;0e13fe31-7709-4c2b-a189-2855daddcdca;Publiée;Collection d'Henri Pichot L’Amabilais;
ac99646f-c776-4e4c-8770-692328036696;6e620934-d576-4947-a953-e547f0344f47;Publiée;Collection de Michel Manzi;collectionneur
96364584-69eb-4240-90dd-459f6138e473;0b226a71-c26f-4579-8514-8af6eebed290;Publiée;Collection Jacques Doucet;collectionneur
